date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:05:42	1205/1205	---MCZ	200	added ('OK')	text/plain	date:Thu,%2025%20Jun%202026%2016:05:42%20GMT	https://makermur.com/robots.txt		(from )
18:05:42	368806/368806	---MCZ	200	added ('OK')	text/html	date:Thu,%2025%20Jun%202026%2016:05:43%20GMT	https://makermur.com/	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/index.html	(from )
18:05:44	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jun%202026%2016:05:43%20GMT	http://makermur.com/cdn/shop/files/Copilot_20260311_042442.png?v=1774876158	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/files/Copilot_20260311_042442.0699e.delayed	(from https://makermur.com/)
18:05:44	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jun%202026%2016:05:45%20GMT	http://makermur.com/cdn/shop/t/2/assets/overflow-list.css?v=13500019909476584571774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/overflow-list1f02.css	(from https://makermur.com/)
18:05:44	292985/292985	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Jun%202026%2016:05:45%20GMT	https://makermur.com/cdn/shop/files/Copilot_20260311_042442.png?v=1774876158	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/files/Copilot_20260311_042442699e.png	(from https://makermur.com/)
18:05:44	1096/1096	---MCZ	200	added ('OK')	text/css	date:Sun,%2021%20Jun%202026%2010:22:47%20GMT	https://makermur.com/cdn/shop/t/2/assets/overflow-list.css?v=13500019909476584571774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/overflow-list1f02.css	(from https://makermur.com/)
18:05:46	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jun%202026%2016:05:45%20GMT	http://makermur.com/cdn/shop/t/2/assets/base.css?v=90880606428406708001774886107	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/base4bea.css	(from https://makermur.com/)
18:05:46	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jun%202026%2016:05:47%20GMT	http://makermur.com/cdn/fonts/arimo/arimo_n4.a7efb558ca22d2002248bbe6f302a98edee38e35.woff2	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/fonts/arimo/arimo_n4.a7efb558ca22d2002248bbe6f302a98edee38e35.woff2	(from https://makermur.com/)
18:05:46	103132/103132	---MCZ	200	added ('OK')	text/css	date:Thu,%2025%20Jun%202026%2016:02:44%20GMT	https://makermur.com/cdn/shop/t/2/assets/base.css?v=90880606428406708001774886107	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/base4bea.css	(from https://makermur.com/)
18:05:46	18432/18432	---M--	200	added ('OK')	font/woff2	date:Tue,%2009%20Jun%202026%2016:19:59%20GMT	https://makermur.com/cdn/fonts/arimo/arimo_n4.a7efb558ca22d2002248bbe6f302a98edee38e35.woff2	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/fonts/arimo/arimo_n4.a7efb558ca22d2002248bbe6f302a98edee38e35.woff2	(from https://makermur.com/)
18:05:47	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jun%202026%2016:05:47%20GMT	http://makermur.com/cdn/fonts/bevan/bevan_n4.5a59d270d644948da23dc5fb5695fc4c02b7793c.woff2	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/fonts/bevan/bevan_n4.5a59d270d644948da23dc5fb5695fc4c02b7793c.woff2	(from https://makermur.com/)
18:05:48	24380/24380	---M--	200	added ('OK')	font/woff2	date:Tue,%2016%20Jun%202026%2003:29:21%20GMT	https://makermur.com/cdn/fonts/bevan/bevan_n4.5a59d270d644948da23dc5fb5695fc4c02b7793c.woff2	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/fonts/bevan/bevan_n4.5a59d270d644948da23dc5fb5695fc4c02b7793c.woff2	(from https://makermur.com/)
18:05:48	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jun%202026%2016:05:48%20GMT	http://makermur.com/cdn/fonts/fredoka/fredoka_n4.eb35fd8d4bb8056d7499b912e19fc60e645e4373.woff2	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/fonts/fredoka/fredoka_n4.eb35fd8d4bb8056d7499b912e19fc60e645e4373.woff2	(from https://makermur.com/)
18:05:48	38420/38420	---M--	200	added ('OK')	font/woff2	date:Mon,%2015%20Jun%202026%2017:11:20%20GMT	https://makermur.com/cdn/fonts/fredoka/fredoka_n4.eb35fd8d4bb8056d7499b912e19fc60e645e4373.woff2	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/fonts/fredoka/fredoka_n4.eb35fd8d4bb8056d7499b912e19fc60e645e4373.woff2	(from https://makermur.com/)
18:05:48	44907/44907	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2021%20Jun%202026%2016:35:26%20GMT	https://makermur.com/cdn/shopifycloud/importmap-polyfill/es-modules-shim.2.4.0.js	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shopifycloud/importmap-polyfill/es-modules-shim.2.4.0.js	(from https://makermur.com/)
18:05:50	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jun%202026%2016:05:49%20GMT	http://makermur.com/cdn/shop/t/2/assets/view-transitions.js?v=7106414069516106341774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/view-transitions2463.js	(from https://makermur.com/)
18:05:50	2391/2391	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2025%20Jun%202026%2016:02:44%20GMT	https://makermur.com/cdn/shop/t/2/assets/view-transitions.js?v=7106414069516106341774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/view-transitions2463.js	(from https://makermur.com/)
18:05:50	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jun%202026%2016:05:51%20GMT	http://makermur.com/cdn/shop/t/2/assets/utilities.js?v=28506172887375975941774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/utilitiesc352.js	(from https://makermur.com/)
18:05:50	11966/11966	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2021%20Jun%202026%2010:22:47%20GMT	https://makermur.com/cdn/shop/t/2/assets/utilities.js?v=28506172887375975941774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/utilitiesc352.js	(from https://makermur.com/)
18:05:51	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jun%202026%2016:05:52%20GMT	http://makermur.com/cdn/shop/t/2/assets/component.js?v=184240237101443119871774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/component7a90.js	(from https://makermur.com/)
18:05:51	4385/4385	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2025%20Jun%202026%2016:02:44%20GMT	https://makermur.com/cdn/shop/t/2/assets/component.js?v=184240237101443119871774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/component7a90.js	(from https://makermur.com/)
18:05:51	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jun%202026%2016:05:52%20GMT	http://makermur.com/cdn/shop/t/2/assets/section-renderer.js?v=152586934315572818121774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/section-renderer7b85.js	(from https://makermur.com/)
18:05:51	2900/2900	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2025%20Jun%202026%2016:02:44%20GMT	https://makermur.com/cdn/shop/t/2/assets/section-renderer.js?v=152586934315572818121774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/section-renderer7b85.js	(from https://makermur.com/)
18:05:52	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jun%202026%2016:05:52%20GMT	http://makermur.com/cdn/shop/t/2/assets/section-hydration.js?v=108434990705342316311774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/section-hydration52d5.js	(from https://makermur.com/)
18:05:52	706/706	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2021%20Jun%202026%2010:22:47%20GMT	https://makermur.com/cdn/shop/t/2/assets/section-hydration.js?v=108434990705342316311774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/section-hydration52d5.js	(from https://makermur.com/)
18:05:52	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jun%202026%2016:05:53%20GMT	http://makermur.com/cdn/shop/t/2/assets/morph.js?v=102085577784545683451774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/morphd990.js	(from https://makermur.com/)
18:05:52	9831/9831	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2025%20Jun%202026%2016:02:44%20GMT	https://makermur.com/cdn/shop/t/2/assets/morph.js?v=102085577784545683451774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/morphd990.js	(from https://makermur.com/)
18:05:52	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jun%202026%2016:05:53%20GMT	http://makermur.com/cdn/shop/t/2/assets/focus.js?v=60436577539430446401774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/focus120d.js	(from https://makermur.com/)
18:05:53	1620/1620	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2025%20Jun%202026%2016:02:44%20GMT	https://makermur.com/cdn/shop/t/2/assets/focus.js?v=60436577539430446401774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/focus120d.js	(from https://makermur.com/)
18:05:53	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jun%202026%2016:05:54%20GMT	http://makermur.com/cdn/shop/t/2/assets/recently-viewed-products.js?v=94729125001750262651774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/recently-viewed-productsb474.js	(from https://makermur.com/)
18:05:53	633/633	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2025%20Jun%202026%2016:02:44%20GMT	https://makermur.com/cdn/shop/t/2/assets/recently-viewed-products.js?v=94729125001750262651774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/recently-viewed-productsb474.js	(from https://makermur.com/)
18:05:53	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jun%202026%2016:05:54%20GMT	http://makermur.com/cdn/shop/t/2/assets/scrolling.js?v=162288454571026455011774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/scrolling6ea8.js	(from https://makermur.com/)
18:05:53	5198/5198	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2021%20Jun%202026%2010:22:47%20GMT	https://makermur.com/cdn/shop/t/2/assets/scrolling.js?v=162288454571026455011774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/scrolling6ea8.js	(from https://makermur.com/)
18:05:54	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jun%202026%2016:05:55%20GMT	http://makermur.com/cdn/shop/t/2/assets/events.js?v=1118589085892804011774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/events4653.js	(from https://makermur.com/)
18:05:54	2649/2649	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2025%20Jun%202026%2016:02:44%20GMT	https://makermur.com/cdn/shop/t/2/assets/events.js?v=1118589085892804011774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/events4653.js	(from https://makermur.com/)
18:05:54	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jun%202026%2016:05:55%20GMT	http://makermur.com/cdn/shop/t/2/assets/popover-polyfill.js?v=119029313658895111201774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/popover-polyfillcbda.js	(from https://makermur.com/)
18:05:54	19320/19320	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2025%20Jun%202026%2016:02:44%20GMT	https://makermur.com/cdn/shop/t/2/assets/popover-polyfill.js?v=119029313658895111201774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/popover-polyfillcbda.js	(from https://makermur.com/)
18:05:55	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jun%202026%2016:05:55%20GMT	http://makermur.com/cdn/shop/t/2/assets/overflow-list.js?v=46858356770684902511774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/overflow-list473b.js	(from https://makermur.com/)
18:05:55	6005/6005	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2025%20Jun%202026%2016:02:44%20GMT	https://makermur.com/cdn/shop/t/2/assets/overflow-list.js?v=46858356770684902511774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/overflow-list473b.js	(from https://makermur.com/)
18:05:55	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jun%202026%2016:05:56%20GMT	http://makermur.com/cdn/shop/t/2/assets/quick-add.js?v=8173316780029216301774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/quick-add76ee.js	(from https://makermur.com/)
18:05:55	7462/7462	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2025%20Jun%202026%2016:02:44%20GMT	https://makermur.com/cdn/shop/t/2/assets/quick-add.js?v=8173316780029216301774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/quick-add76ee.js	(from https://makermur.com/)
18:05:55	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jun%202026%2016:05:56%20GMT	http://makermur.com/cdn/shop/t/2/assets/cart-discount.js?v=107077853990124422021774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/cart-discountd69e.js	(from https://makermur.com/)
18:05:56	4382/4382	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2025%20Jun%202026%2016:02:44%20GMT	https://makermur.com/cdn/shop/t/2/assets/cart-discount.js?v=107077853990124422021774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/cart-discountd69e.js	(from https://makermur.com/)
18:05:56	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jun%202026%2016:05:57%20GMT	http://makermur.com/cdn/shop/t/2/assets/dialog.js?v=150888536568694194021774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/dialog78c2.js	(from https://makermur.com/)
18:05:56	2815/2815	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2025%20Jun%202026%2016:02:44%20GMT	https://makermur.com/cdn/shop/t/2/assets/dialog.js?v=150888536568694194021774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/dialog78c2.js	(from https://makermur.com/)
18:05:56	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jun%202026%2016:05:57%20GMT	http://makermur.com/cdn/shop/t/2/assets/variant-picker.js?v=177886063604495755331774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/variant-picker5ab5.js	(from https://makermur.com/)
18:05:56	9467/9467	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2025%20Jun%202026%2016:02:44%20GMT	https://makermur.com/cdn/shop/t/2/assets/variant-picker.js?v=177886063604495755331774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/variant-picker5ab5.js	(from https://makermur.com/)
18:05:57	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jun%202026%2016:05:58%20GMT	http://makermur.com/cdn/shop/t/2/assets/product-card.js?v=28695665944407642501774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/product-cardf838.js	(from https://makermur.com/)
18:05:57	10500/10500	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2025%20Jun%202026%2016:02:44%20GMT	https://makermur.com/cdn/shop/t/2/assets/product-card.js?v=28695665944407642501774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/product-cardf838.js	(from https://makermur.com/)
18:05:57	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jun%202026%2016:05:58%20GMT	http://makermur.com/cdn/shop/t/2/assets/product-form.js?v=87407172394809519131774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/product-form3d17.js	(from https://makermur.com/)
18:05:57	15762/15762	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2025%20Jun%202026%2016:02:44%20GMT	https://makermur.com/cdn/shop/t/2/assets/product-form.js?v=87407172394809519131774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/product-form3d17.js	(from https://makermur.com/)
18:05:58	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jun%202026%2016:05:58%20GMT	http://makermur.com/cdn/shop/t/2/assets/fly-to-cart.js?v=48483246440248933081774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/fly-to-cart3c91.js	(from https://makermur.com/)
18:05:58	1582/1582	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2021%20Jun%202026%2010:22:47%20GMT	https://makermur.com/cdn/shop/t/2/assets/fly-to-cart.js?v=48483246440248933081774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/fly-to-cart3c91.js	(from https://makermur.com/)
18:05:58	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jun%202026%2016:05:59%20GMT	http://makermur.com/cdn/shop/t/2/assets/accordion-custom.js?v=97588419883090888471774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/accordion-custom40fc.js	(from https://makermur.com/)
18:05:58	1765/1765	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2025%20Jun%202026%2016:02:44%20GMT	https://makermur.com/cdn/shop/t/2/assets/accordion-custom.js?v=97588419883090888471774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/accordion-custom40fc.js	(from https://makermur.com/)
18:05:58	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jun%202026%2016:05:59%20GMT	http://makermur.com/cdn/shop/t/2/assets/media.js?v=37825095869491791421774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/mediaf71f.js	(from https://makermur.com/)
18:05:59	3911/3911	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2025%20Jun%202026%2016:02:44%20GMT	https://makermur.com/cdn/shop/t/2/assets/media.js?v=37825095869491791421774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/mediaf71f.js	(from https://makermur.com/)
18:05:59	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jun%202026%2016:06:00%20GMT	http://makermur.com/cdn/shop/t/2/assets/product-price.js?v=164492227269745550161774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/product-price2401.js	(from https://makermur.com/)
18:05:59	1481/1481	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2025%20Jun%202026%2016:02:44%20GMT	https://makermur.com/cdn/shop/t/2/assets/product-price.js?v=164492227269745550161774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/product-price2401.js	(from https://makermur.com/)
18:05:59	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jun%202026%2016:06:00%20GMT	http://makermur.com/cdn/shop/t/2/assets/product-sku.js?v=121804655373531320511774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/product-sku750f.js	(from https://makermur.com/)
18:05:59	1206/1206	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2025%20Jun%202026%2016:02:44%20GMT	https://makermur.com/cdn/shop/t/2/assets/product-sku.js?v=121804655373531320511774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/product-sku750f.js	(from https://makermur.com/)
18:06:00	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jun%202026%2016:06:01%20GMT	http://makermur.com/cdn/shop/t/2/assets/product-title-truncation.js?v=81744426891537421781774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/product-title-truncation73ce.js	(from https://makermur.com/)
18:06:00	1584/1584	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2025%20Jun%202026%2016:02:44%20GMT	https://makermur.com/cdn/shop/t/2/assets/product-title-truncation.js?v=81744426891537421781774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/product-title-truncation73ce.js	(from https://makermur.com/)
18:06:00	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jun%202026%2016:06:01%20GMT	http://makermur.com/cdn/shop/t/2/assets/product-inventory.js?v=81520546963552472391774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/product-inventory3e44.js	(from https://makermur.com/)
18:06:00	1022/1022	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2025%20Jun%202026%2016:02:44%20GMT	https://makermur.com/cdn/shop/t/2/assets/product-inventory.js?v=81520546963552472391774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/product-inventory3e44.js	(from https://makermur.com/)
18:06:00	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jun%202026%2016:06:01%20GMT	http://makermur.com/cdn/shop/t/2/assets/show-more.js?v=94563802205717136101774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/show-more68c2.js	(from https://makermur.com/)
18:06:01	2235/2235	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2021%20Jun%202026%2010:22:47%20GMT	https://makermur.com/cdn/shop/t/2/assets/show-more.js?v=94563802205717136101774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/show-more68c2.js	(from https://makermur.com/)
18:06:01	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jun%202026%2016:06:02%20GMT	http://makermur.com/cdn/shop/t/2/assets/slideshow.js?v=17868446697736367161774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/slideshowc91e.js	(from https://makermur.com/)
18:06:01	14697/14697	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2025%20Jun%202026%2016:02:44%20GMT	https://makermur.com/cdn/shop/t/2/assets/slideshow.js?v=17868446697736367161774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/slideshowc91e.js	(from https://makermur.com/)
18:06:01	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jun%202026%2016:06:02%20GMT	http://makermur.com/cdn/shop/t/2/assets/layered-slideshow.js?v=30135417790894624731774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/layered-slideshow8e2d.js	(from https://makermur.com/)
18:06:01	11399/11399	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2025%20Jun%202026%2016:02:44%20GMT	https://makermur.com/cdn/shop/t/2/assets/layered-slideshow.js?v=30135417790894624731774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/layered-slideshow8e2d.js	(from https://makermur.com/)
18:06:02	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jun%202026%2016:06:03%20GMT	http://makermur.com/cdn/shop/t/2/assets/anchored-popover.js?v=95953304814728754461774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/anchored-popover3bf8.js	(from https://makermur.com/)
18:06:02	2698/2698	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2025%20Jun%202026%2016:02:44%20GMT	https://makermur.com/cdn/shop/t/2/assets/anchored-popover.js?v=95953304814728754461774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/anchored-popover3bf8.js	(from https://makermur.com/)
18:06:02	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jun%202026%2016:06:03%20GMT	http://makermur.com/cdn/shop/t/2/assets/floating-panel.js?v=151277338116891310371774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/floating-panelcf28.js	(from https://makermur.com/)
18:06:02	1501/1501	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2025%20Jun%202026%2016:02:44%20GMT	https://makermur.com/cdn/shop/t/2/assets/floating-panel.js?v=151277338116891310371774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/floating-panelcf28.js	(from https://makermur.com/)
18:06:03	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jun%202026%2016:06:04%20GMT	http://makermur.com/cdn/shop/t/2/assets/video-background.js?v=25237992823806706551774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/video-background1e95.js	(from https://makermur.com/)
18:06:03	597/597	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2021%20Jun%202026%2010:22:47%20GMT	https://makermur.com/cdn/shop/t/2/assets/video-background.js?v=25237992823806706551774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/video-background1e95.js	(from https://makermur.com/)
18:06:03	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jun%202026%2016:06:04%20GMT	http://makermur.com/cdn/shop/t/2/assets/component-quantity-selector.js?v=67906657287482036641774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/component-quantity-selectorf9c0.js	(from https://makermur.com/)
18:06:03	4422/4422	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2025%20Jun%202026%2016:02:44%20GMT	https://makermur.com/cdn/shop/t/2/assets/component-quantity-selector.js?v=67906657287482036641774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/component-quantity-selectorf9c0.js	(from https://makermur.com/)
18:06:03	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2025%20Jun%202026%2016:06:04%20GMT	http://makermur.com/cdn/shop/t/2/assets/media-gallery.js?v=14624021005636302161774863590	C:/My%20Web%20Sites/MakerMurBackup/makermur.com/cdn/shop/t/2/assets/media-gallery9a95.js	(from https://makermur.com/)
